file_,GRVI_mean,GRVI_median,GRVI_sum,NGRDI_mean,NGRDI_median,NGRDI_sum,Red_mean,Red_median,Red_sum,Green_mean,Green_median,Green_sum,Blue_mean,Blue_median,Blue_sum,GLI_mean,GLI_median,GLI_sum,field,range,row,plantDensity,combineYield,yieldPerAcre,totalStandCount,daysToAnthesis,GDDToAnthesis,daysToSilk,GDDToSilk,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,percentLodging,flagLeafHeight,location,Timepoint,exp
Crawfordsville-TP5-4351_10_13,-0.07385725918536382,-0.07056480295916916,-10.635445322692389,0.07385725918536382,0.07056480295916916,10.635445322692389,98.72916666666669,97.0,14217,85.47222222222223,85.0,12308,77.57638888888889,77.5,11171,-0.0167572197779461,-0.0145634499823259,-2.4130396480242404,Crawfordsville-TP5-4351,10,13,28500.0,19.18,176.76,57.0,,,,,,,,,,,17.54,230.0,Crawfordsville,TP5,4351
Crawfordsville-TP5-4351_10_14,-0.08293705044921654,-0.08019134005731177,-11.942935264687181,0.08293705044921654,0.08019134005731177,11.942935264687181,109.27083333333331,112.0,15735,92.95138888888889,95.5,13385,83.02083333333333,85.0,11955,-0.0181421831178341,-0.0160919540229885,-2.612474368968119,Crawfordsville-TP5-4351,10,14,,,,,,,,,,,,,,,,,Crawfordsville,TP5,4351
Crawfordsville-TP5-4351_10_15,-0.06852884782475059,-0.065961956824901,-9.868154086764084,0.06852884782475059,0.065961956824901,9.868154086764084,99.55555555555556,101.0,14336,87.0,90.0,12528,79.15277777777777,80.0,11398,-0.0143258129185151,-0.012473792592869,-2.062917060266181,Crawfordsville-TP5-4351,10,15,27500.0,18.19,168.98,55.0,,,,,,,,,,,0.0,229.0,Crawfordsville,TP5,4351
Crawfordsville-TP5-4351_10_16,-0.06949146517481437,-0.06666666666666667,-10.00677098517327,0.06949146517481437,0.06666666666666667,10.00677098517327,95.27083333333331,100.5,13719,83.31944444444444,89.0,11998,77.82638888888889,82.5,11207,-0.0217261123670797,-0.01793344257776,-3.128560180859489,Crawfordsville-TP5-4351,10,16,29500.0,16.35,146.21,59.0,,,,,,,,,,,3.39,250.0,Crawfordsville,TP5,4351
Crawfordsville-TP5-4351_10_17,-0.06844998843108847,-0.06601379178239633,-9.85679833407674,0.06844998843108847,0.06601379178239633,9.85679833407674,106.375,106.5,15318,93.02777777777776,93.0,13396,83.11111111111111,83.0,11968,-0.0100870845089996,-0.0087979566036275,-1.4525401692959454,Crawfordsville-TP5-4351,10,17,30000.0,19.63,173.06,60.0,,,,,,,,,,,0.0,239.0,Crawfordsville,TP5,4351
Crawfordsville-TP5-4351_10_18,-0.07519490515269268,-0.06964307921900262,-10.828066341987746,0.07519490515269268,0.06964307921900262,10.828066341987746,92.47222222222224,95.0,13316,79.92361111111111,83.0,11509,74.95833333333333,77.0,10794,-0.0255229384036797,-0.0219780219780219,-3.67530313012988,Crawfordsville-TP5-4351,10,18,33500.0,11.28,112.14,67.0,,,,,,,,,,,0.0,201.0,Crawfordsville,TP5,4351
Crawfordsville-TP5-4351_10_19,-0.07937271957063945,-0.07900856793145655,-11.42967161817208,0.07937271957063945,0.07900856793145655,11.42967161817208,108.3125,110.0,15597,92.625,92.0,13338,83.59722222222223,83.5,12038,-0.0185064668699071,-0.0189679971233369,-2.6649312292666334,Crawfordsville-TP5-4351,10,19,,,,,,,,,,,,,,,,,Crawfordsville,TP5,4351
Crawfordsville-TP5-4351_10_20,-0.07519711471422946,-0.07513440860215054,-10.828384518849042,0.07519711471422946,0.07513440860215054,10.828384518849042,105.8125,106.5,15237,91.1875,91.5,13131,81.53472222222223,82.0,11741,-0.0140345355733067,-0.0141643059490084,-2.0209731225561733,Crawfordsville-TP5-4351,10,20,28500.0,15.59,142.69,57.0,,,,,,,,,,,1.75,261.0,Crawfordsville,TP5,4351
Crawfordsville-TP5-4351_11_13,-0.06910321464526172,-0.06607929515418502,-9.950862908917687,0.06910321464526172,0.06607929515418502,9.950862908917687,102.78472222222224,107.0,14801,89.76388888888889,94.5,12926,79.46527777777777,83.0,11443,-0.0083240109553192,-0.0068662829369464,-1.1986575775659711,Crawfordsville-TP5-4351,11,13,27000.0,20.58,186.2,54.0,,,,,,,,,,,0.0,236.0,Crawfordsville,TP5,4351
Crawfordsville-TP5-4351_11_14,-0.07541067690376813,-0.07423580786026202,-10.85913747414261,0.07541067690376813,0.07423580786026202,10.85913747414261,107.6875,111.5,15507,92.90972222222224,96.0,13379,83.36805555555556,86.0,12005,-0.0151258300273329,-0.0137640745027885,-2.1781195239359388,Crawfordsville-TP5-4351,11,14,28000.0,19.81,180.9,56.0,,,,,,,,,,,0.0,230.0,Crawfordsville,TP5,4351
